City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,Severo-Kuril'sk,50.6789,156.125,34.43,94,8,11.1,RU,1681425403
281,Mwinilunga,-11.7358,24.4293,60.84,97,24,3.22,ZM,1681425403
282,Loandjili,-4.7561,11.8578,79.45,83,15,2.66,CG,1681425403
283,Elizabeth City,36.2946,-76.2511,84.22,31,0,12.66,US,1681425403
284,Mar del Plata,-38.0023,-57.5575,55.94,74,40,16.11,AR,1681425403
285,Sannat,36.0244,14.2428,60.04,79,78,4.0,MT,1681425403
286,Coyhaique,-45.5752,-72.0662,54.21,43,0,5.75,CL,1681425109
287,Gisborne,-38.6533,178.0042,62.89,80,100,7.96,NZ,1681425403
288,Boguchany,58.3814,97.4531,32.81,91,100,9.73,RU,1681425139
289,Shirgaon,19.7,72.7,83.41,59,100,9.22,IN,1681425404
290,Balakhninskiy,58.0106,114.2769,9.21,93,28,1.28,RU,1681425404
291,Egvekinot,66.3167,-179.1667,1.76,72,12,5.19,RU,1681425316
292,Carrickfergus,54.7158,-5.8058,42.76,78,21,3.44,GB,1681425380
293,Yeppoon,-23.1333,150.7333,69.58,39,0,5.61,AU,1681425404
294,Buchanan,5.8808,-10.0467,77.2,85,99,0.81,LR,1681425404
295,Sitka,57.0531,-135.33,40.89,75,100,17.27,US,1681425404
296,Fiumicino,41.7675,12.2291,53.01,75,40,3.44,IT,1681425404
297,Kloulklubed,7.0419,134.2556,77.5,76,45,11.18,PW,1681425404
298,Gornopravdinsk,60.05,69.9,4.96,94,75,6.69,RU,1681425404
299,Talnakh,69.4865,88.3972,-16.8,97,100,8.16,RU,1681425193
300,Gumdag,39.2061,54.5906,62.74,72,79,9.28,TM,1681425404
301,Visby,57.6409,18.296,47.03,87,100,13.8,SE,1681425404
302,Viedma,-40.8135,-62.9967,49.44,58,1,4.34,AR,1681425405
303,Mutoko,-17.397,32.2268,60.19,86,100,1.57,ZW,1681425405
304,Road Town,18.4167,-64.6167,82.49,73,20,6.91,VG,1681425405
305,Samaná,19.2056,-69.3369,78.76,82,11,9.22,DO,1681425405
306,La Ronge,55.1001,-105.2842,50.25,27,75,5.75,CA,1681425405
307,Ughelli,5.4899,6.0074,77.79,91,41,3.8,NG,1681425406
308,Naryan-Mar,67.6713,53.087,15.69,93,96,13.76,RU,1681425406
309,Conceição do Araguaia,-8.2578,-49.2647,76.55,85,100,3.67,BR,1681425406
310,Kashgar,39.4547,75.9797,58.21,26,11,6.71,CN,1681425406
311,Sokolo,14.7328,-6.1219,90.28,15,100,9.22,ML,1681425406
312,Hofn,64.2539,-15.2082,41.27,72,100,12.73,IS,1681425406
313,Camacupa,-12.0167,17.4833,59.86,97,79,1.74,AO,1681425406
314,Huicungo,-7.2833,-76.8,78.89,78,97,1.77,PE,1681425406
315,Mabaruma,8.2,-59.7833,76.82,84,77,5.57,GY,1681425406
316,Gannan,47.9147,123.5031,38.97,57,51,6.62,CN,1681425406
317,Chicama,-7.8447,-79.1469,82.94,76,99,7.16,PE,1681425406
318,Si Chiang Mai,17.9564,102.5867,88.95,64,100,6.38,TH,1681425406
319,Iquique,-20.2208,-70.1431,71.64,78,6,5.64,CL,1681425179
320,Butembo,0.15,29.2833,58.75,95,100,2.13,CD,1681425407
321,Japura,-0.3167,102.35,73.53,99,92,0.29,ID,1681425407
322,Okhotsk,59.3833,143.3,24.33,80,100,11.18,RU,1681425407
323,Hasaki,35.7333,140.8333,64.29,68,32,18.45,JP,1681425407
324,Frejlev,57.0062,9.8171,42.58,87,13,9.22,DK,1681425407
325,Nikolskoye,59.7035,30.7861,37.29,77,100,10.16,RU,1681425407
326,Nouakchott,18.0858,-15.9785,78.73,71,84,11.12,MR,1681425407
327,Liberal,37.0431,-100.921,88.84,18,0,29.93,US,1681425407
328,Villaviciosa,43.4813,-5.4357,55.0,83,100,5.06,ES,1681425408
329,Nangong,37.3581,115.3744,61.47,41,94,14.14,CN,1681425408
330,Krasnosel'kup,65.7,82.4667,-3.93,98,91,10.13,RU,1681425315
331,Nantucket,41.2835,-70.0995,69.91,71,0,11.5,US,1681425260
332,Port Lincoln,-34.7333,135.8667,64.49,53,96,16.51,AU,1681425408
333,Yumen,40.2833,97.2,41.52,41,96,10.89,CN,1681425408
334,Guarapari,-20.6667,-40.4975,77.9,91,47,8.23,BR,1681425408
335,Nome,64.5011,-165.4064,7.16,77,0,10.36,US,1681425408
336,Moose Factory,51.2585,-80.6094,35.6,69,100,10.36,CA,1681425408
337,Alvorada,-12.48,-49.1247,78.4,78,100,3.15,BR,1681425408
338,Troitsko-Pechorsk,62.7084,56.1964,0.43,96,6,5.68,RU,1681425408
339,Magway,20.15,94.9167,82.11,38,1,4.79,MM,1681425408
340,Aksarka,66.5606,67.7975,-17.5,91,5,5.35,RU,1681425409
341,Kargil,34.5667,76.1,25.47,62,44,3.0,IN,1681425409
342,Juanjuí,-7.1779,-76.7314,80.71,76,97,2.08,PE,1681425409
343,San Vicente,-26.6167,-54.1333,62.13,100,100,2.26,AR,1681425409
344,Gambēla,8.25,34.5833,78.48,66,89,2.66,ET,1681425409
345,Taltal,-25.4,-70.4833,67.12,77,14,6.04,CL,1681425409
346,Great Yarmouth,52.6083,1.7305,45.07,87,63,9.71,GB,1681425409
347,Sémbé,1.6481,14.5806,70.88,98,28,1.81,CG,1681425409
348,Porto-Novo,6.4965,2.6036,85.82,83,34,9.31,BJ,1681425409
349,Basco,20.4487,121.9702,78.3,87,99,13.44,PH,1681425409
350,Ampanihy,-24.7,44.75,67.05,98,29,6.22,MG,1681425409
351,Otane,-39.8833,176.6333,63.01,92,100,6.76,NZ,1681425409
352,Coahuayana Viejo,18.7333,-103.6833,86.38,38,2,7.61,MX,1681425409
353,Lazurne,46.084,32.5295,48.04,87,50,10.58,UA,1681425409
354,Ruidoso,33.3317,-105.673,69.96,12,75,21.85,US,1681425299
355,Thinadhoo,0.5333,72.9333,82.27,76,33,7.67,MV,1681425410
356,Kinablangan,7.6947,126.5503,79.9,83,9,1.79,PH,1681425410
357,Amahai,-3.3333,128.9167,81.0,79,83,4.0,ID,1681425410
358,Pitimbu,-7.4706,-34.8086,79.39,71,89,7.02,BR,1681425410
359,Havøysund,70.9963,24.6622,34.03,74,8,7.2,NO,1681425410
360,Weligama,5.9667,80.4167,76.93,91,54,4.38,LK,1681425410
361,Frontera,26.9333,-101.45,86.32,32,75,9.22,MX,1681425410
362,Black River,18.0264,-77.8487,79.72,77,42,1.61,JM,1681425410
363,Williams Lake,52.1415,-122.1445,40.57,65,75,6.91,CA,1681425410
364,Aasiaat,68.7098,-52.8699,16.88,96,83,0.83,GL,1681425410
365,Dodge City,37.7528,-100.0171,88.05,22,0,32.21,US,1681425236
366,Bealanana,-14.55,48.7333,62.73,97,62,1.25,MG,1681425410
367,Zemio,5.0314,25.1361,68.99,91,88,2.84,CF,1681425410
368,Manzhouli,49.6,117.4333,32.67,58,92,5.75,CN,1681425411
369,Altamira,-3.2033,-52.2064,74.41,98,94,2.86,BR,1681425411
370,Roald,62.5833,6.1333,50.14,50,100,18.41,NO,1681425411
371,Te Anau,-45.4167,167.7167,55.62,71,28,1.07,NZ,1681425411
372,Severomuysk,56.1481,113.4267,2.21,88,23,0.81,RU,1681425411
373,Fortuna,40.5982,-124.1573,55.92,68,38,5.01,US,1681425411
374,Valparaíso,-33.0393,-71.6273,69.44,60,0,11.5,CL,1681425160
375,Jatai,-17.8814,-51.7144,70.86,89,58,1.9,BR,1681425411
376,Yambio,4.5721,28.3955,67.48,97,100,2.46,SS,1681425411
377,Damaturu,11.747,11.9608,78.93,14,45,8.37,NG,1681425411
378,‘Āhuimanu,21.4447,-157.8378,83.91,64,75,17.27,US,1681425411
379,Hua Hin,12.5707,99.9588,82.42,74,20,0.0,TH,1681425411
380,Sirte,31.2089,16.5887,72.09,25,87,11.54,LY,1681425411
381,Ozernovskiy,51.5,156.5167,36.0,92,51,7.45,RU,1681425411
382,Manakara,-22.1333,48.0167,74.1,87,39,1.5,MG,1681425412
383,Bela,25.9333,81.9833,83.5,22,20,6.98,IN,1681425412
384,Bolivar,37.6145,-93.4105,75.58,41,74,6.29,US,1681425412
385,Monster,52.0258,4.175,45.99,79,20,9.22,NL,1681425412
386,Port Augusta,-32.5,137.7667,64.47,52,63,7.63,AU,1681425412
387,Baykit,61.67,96.37,7.88,91,100,3.44,RU,1681425412
388,Abatskiy,56.2875,70.4555,17.96,84,100,15.79,RU,1681425412
389,Beringovskiy,63.05,179.3167,6.44,78,44,8.19,RU,1681425412
390,Beloha,-25.1667,45.05,68.0,96,7,6.24,MG,1681425412
391,Rosetta,31.4044,30.4164,59.72,77,0,3.29,EG,1681425412
392,Paamiut,61.994,-49.6678,35.98,64,100,5.91,GL,1681425412
393,Lompoc,34.6391,-120.4579,70.02,64,20,24.0,US,1681425412
394,Óbidos,-1.9175,-55.5181,77.97,87,92,1.7,BR,1681425412
395,Chara,56.9064,118.2631,19.2,92,100,0.92,RU,1681425412
396,Klyuchi,52.2667,79.1667,44.19,45,36,11.1,RU,1681425413
397,Atlantic Beach,30.3344,-81.3987,78.06,78,75,13.8,US,1681425413
398,Pustoshka,56.3355,29.369,47.08,72,100,10.47,RU,1681425413
399,Shimoda,34.6667,138.95,62.1,62,100,11.18,JP,1681425413
400,Hīt,33.6416,42.8251,60.57,60,31,5.37,IQ,1681425413
401,Tarquinia,42.2482,11.7553,49.8,81,6,19.51,IT,1681425413
402,Dafeng,23.4517,108.5881,73.54,93,98,4.54,CN,1681425413
403,Alice Springs,-23.7,133.8833,74.75,35,100,5.75,AU,1681425413
404,The Pas,53.8251,-101.2541,50.02,40,75,8.05,CA,1681425413
405,Caravelas,-17.7125,-39.2481,75.61,90,31,4.92,BR,1681425414
406,Ligayan,4.6533,119.4706,82.17,76,86,7.67,PH,1681425414
407,Dongsheng,39.8161,109.9776,37.09,38,100,7.11,CN,1681425414
408,Sabha,27.0377,14.4283,68.85,10,37,10.4,LY,1681425414
409,Husavik,66.0449,-17.3389,34.79,90,96,2.84,IS,1681425414
410,Kasongo-Lunda,-6.4667,16.8167,70.2,94,42,0.51,CD,1681425414
411,St. George's,12.0564,-61.7485,82.08,65,20,11.5,GD,1681425414
412,Sarrebourg,48.7333,7.05,43.41,91,86,5.35,FR,1681425414
413,Prainha,-1.8,-53.48,76.28,92,99,3.11,BR,1681425414
414,Necochea,-38.5473,-58.7368,55.69,57,100,13.38,AR,1681425414
415,Kinshasa,-4.3246,15.3215,75.31,79,2,0.81,CD,1681425300
416,San Cristobal,7.7669,-72.225,77.18,62,99,1.77,VE,1681425415
417,Narón,43.5167,-8.1528,55.02,92,100,17.63,ES,1681425415
418,Gilgit,35.9221,74.3087,53.46,46,62,5.08,PK,1681425415
419,Banjar,-8.19,114.9675,78.1,89,100,5.46,ID,1681425415
420,Circleville,39.6006,-82.946,81.18,13,0,0.0,US,1681425415
421,Marzuq,14.4,46.4667,72.55,70,98,6.6,YE,1681425415
422,Goundam,16.4145,-3.6708,86.11,11,92,10.6,ML,1681425415
423,Lavrentiya,65.5833,-171.0,5.68,74,13,8.61,RU,1681425415
424,Koumac,-20.5667,164.2833,77.18,84,100,3.06,NC,1681425415
425,Natá,8.3333,-80.5167,89.47,56,89,16.51,PA,1681425415
426,Bonthe,7.5264,-12.505,79.59,85,14,5.82,SL,1681425415
427,Dachnoye,44.7167,33.8167,49.75,82,98,5.1,UA,1681425415
428,Longyearbyen,78.2186,15.6401,31.84,86,75,4.61,SJ,1681425415
429,Gorontalo,0.5412,123.0595,77.99,92,41,2.77,ID,1681425415
430,Itaituba,-4.2761,-55.9836,75.94,96,99,2.68,BR,1681425415
431,Okakarara,-20.5833,17.4333,71.62,24,88,6.71,NA,1681425416
432,Bilma,18.6853,12.9164,77.76,9,45,6.04,NE,1681425416
433,Falun,60.6036,15.626,38.21,84,100,10.4,SE,1681425416
434,Vila do Maio,15.1333,-23.2167,74.19,81,79,11.03,CV,1681425416
435,Funadhoo,6.15,73.2667,82.69,73,76,1.9,MV,1681425417
436,Sangar,63.9242,127.4739,18.68,99,100,4.47,RU,1681425417
437,Carutapera,-1.195,-46.02,77.81,87,99,6.24,BR,1681425417
438,Sovetskiy,61.3614,63.5842,-1.03,98,47,3.71,RU,1681425417
439,Isiro,2.7739,27.616,66.25,98,100,1.28,CD,1681425417
440,Batemans Bay,-35.7167,150.1833,62.1,81,85,8.81,AU,1681425417
441,Lucapa,-8.4192,20.7447,66.24,96,14,2.55,AO,1681425417
442,Quatre Cocos,-20.2078,57.7625,76.08,83,0,0.13,MU,1681425417
443,Vardø,70.3705,31.1107,28.38,69,14,29.93,NO,1681425417
444,Port Hedland,-20.3167,118.5667,80.65,83,75,10.36,AU,1681425417
445,Kulhudhuffushi,6.6221,73.07,82.72,73,100,2.1,MV,1681425417
446,Leshukonskoye,64.8989,45.7622,-1.66,99,8,1.7,RU,1681425191
447,Myski,53.709,87.8014,37.92,78,100,9.04,RU,1681425418
448,Yantal',56.8471,105.2542,20.57,80,95,7.38,RU,1681425418
449,Udachny,66.4167,112.4,16.45,51,92,17.63,RU,1681425418
450,Hailar,49.2,119.7,31.87,61,0,5.01,CN,1681425418
451,Tazovsky,67.4667,78.7,-2.9,95,100,16.6,RU,1681425135
452,Tongliao,43.6125,122.2653,45.39,26,95,7.38,CN,1681425418
453,Katherine,-14.4667,132.2667,79.12,83,40,5.75,AU,1681425418
454,Vyshestebliyevskaya,45.1961,37.0181,50.43,85,100,12.88,RU,1681425418
455,Ciudad de Allende,25.2833,-100.0167,79.83,58,78,8.05,MX,1681425398
456,Tucupita,9.0622,-62.051,80.11,57,91,5.06,VE,1681425418
457,Eidsvåg,62.7767,8.0668,51.85,78,44,9.04,NO,1681425418
458,Muncar,-8.4333,114.3333,77.02,87,100,4.07,ID,1681425418
459,Rodolfo Sánchez Taboada,31.7167,-116.5667,58.1,64,67,3.0,MX,1681425419
460,Korla,41.7597,86.1469,50.18,44,11,6.04,CN,1681425419
461,Karaton,-6.3424,106.1045,73.94,92,98,4.47,ID,1681425419
462,Grand Forks,47.9417,-97.4337,42.73,65,75,19.57,US,1681425419
463,Hambantota,6.1241,81.1185,77.92,88,43,5.5,LK,1681425419
464,Belyy Yar,53.6039,91.3903,39.09,75,0,15.66,RU,1681425419
465,Awjilah,29.1081,21.2869,69.33,15,22,8.88,LY,1681425419
466,Usinsk,65.9939,57.5281,7.34,97,97,8.3,RU,1681425419
467,North Bend,43.4065,-124.2243,58.24,65,100,10.36,US,1681425419
468,Ingham,42.6,-84.3833,81.63,21,0,4.61,US,1681425419
469,Fukuechō,32.6881,128.8419,62.87,83,100,15.82,JP,1681425419
470,Touros,-5.1989,-35.4608,78.22,86,98,9.46,BR,1681425419
471,Nelson Bay,-32.7167,152.15,70.11,73,50,7.0,AU,1681425420
472,Trairi,-3.2778,-39.2689,77.09,88,90,7.85,BR,1681425334
473,Hamilton,39.1834,-84.5333,82.35,24,0,5.75,US,1681425339
474,Balkhash,46.844,74.9804,47.82,53,75,10.78,KZ,1681425420
475,Baní,18.2833,-70.3333,81.86,75,10,7.2,DO,1681425420
476,Tsimmerbude,54.675,20.1347,48.25,95,99,7.87,RU,1681425420
477,Corn Island,12.1694,-83.0418,80.92,79,35,17.31,NI,1681425420
478,Kudahuvadhoo,2.6708,72.8944,82.31,73,11,2.17,MV,1681425420
479,Dzhankoy,45.7167,34.4,50.29,82,48,11.59,UA,1681425420
480,Zhangye,38.9342,100.4517,42.42,50,85,1.72,CN,1681425420
481,Wonthaggi,-38.6044,145.5913,57.81,75,2,11.25,AU,1681425420
482,Bereda,43.2686,-7.5406,48.15,100,100,8.5,ES,1681425420
483,Moose Jaw,50.4001,-105.5344,35.87,93,100,8.05,CA,1681425420
484,Nioro,13.35,-15.75,83.16,46,100,7.38,GM,1681425421
485,Sibolga,1.7427,98.7792,75.7,91,82,2.89,ID,1681425421
486,Lorengau,-2.0226,147.2712,83.55,79,67,14.61,PG,1681425264
487,Moss Vale,-34.55,150.3833,56.16,97,86,3.83,AU,1681425422
488,Xining,36.6167,101.7667,36.52,86,93,2.71,CN,1681425423
489,Oistins,13.0667,-59.5333,80.69,69,20,13.8,BB,1681425423
490,Port Moresby,-9.4431,147.1797,76.42,94,40,3.44,PG,1681425352
491,Poltavka,54.3663,71.7632,32.63,83,60,17.72,RU,1681425423
492,Mt. Pleasant,32.7941,-79.8626,70.12,96,100,6.91,US,1681425374
493,Champerico,14.3,-91.9167,86.54,61,77,7.7,GT,1681425424
494,Onega,63.9061,38.1404,16.59,89,4,5.61,RU,1681425424
495,Turukhansk,65.8167,87.9833,-10.07,100,100,4.47,RU,1681425425
496,Limbang,4.75,115.0,80.71,97,93,1.81,MY,1681425425
497,Tessalit,20.1986,1.0114,82.11,10,70,11.12,ML,1681425425
498,Nagato,34.3833,131.2,59.05,85,100,7.7,JP,1681425425
499,Naze,28.3667,129.4833,67.12,95,95,10.31,JP,1681425426
500,Loíza,18.4313,-65.8802,81.28,73,20,17.27,PR,1681425426
501,Rovnoye,50.7765,46.0509,50.27,90,100,28.43,RU,1681425426
502,Moindou,-21.6924,165.677,75.74,87,100,5.46,NC,1681425426
503,Cumpas,29.9833,-109.7833,79.66,17,5,26.28,MX,1681425427
504,Inhambane,-23.865,35.3833,72.32,84,0,10.13,MZ,1681425427
505,Joshīmath,30.5667,79.5667,52.99,42,1,8.7,IN,1681425428
506,Gloucester,51.8657,-2.2431,44.73,82,80,6.49,GB,1681425428
507,Severnyy,50.677,36.5532,44.64,93,100,11.18,RU,1681425429
508,Togul,53.465,85.9128,39.36,70,99,13.15,RU,1681425429
509,Port-Cartier,50.0334,-66.8654,39.42,93,85,3.51,CA,1681425429
510,Agustin Codazzi,10.0341,-73.2361,93.18,70,93,5.5,CO,1681425429
511,Laas,46.6166,10.7002,38.28,94,100,7.63,IT,1681425429
512,Waddān,29.1614,16.139,70.2,12,66,7.63,LY,1681425429
513,Alekseyevsk,57.8406,108.3492,16.14,83,24,4.0,RU,1681425430
514,Alenquer,-1.9417,-54.7383,76.89,92,96,2.42,BR,1681425430
515,Mhango,-3.2833,32.85,63.99,98,100,2.04,TZ,1681425430
516,Verāval,20.9,70.3667,78.66,64,99,11.48,IN,1681425430
517,Bethanien,-26.502,17.1583,60.03,42,17,4.74,NA,1681425430
518,Tonantins,-2.8731,-67.8022,80.6,80,91,1.45,BR,1681425431
519,Jalu,29.0331,21.5482,68.85,16,29,9.62,LY,1681425431
520,Sergeevka,53.88,67.4158,33.84,84,98,15.82,KZ,1681425431
521,Ucluelet,48.9329,-125.5528,50.31,73,70,1.01,CA,1681425432
522,Linhares,-19.3911,-40.0722,73.94,93,50,3.58,BR,1681425432
523,Bandundu Province,-3.3167,17.3667,74.79,80,7,2.77,CD,1681425432
524,Eenhana,-17.4667,16.3333,71.91,44,39,1.61,NA,1681425433
525,Mombetsu,44.3525,143.3525,44.11,60,7,12.73,JP,1681425433
526,Morondava,-20.2833,44.2833,75.33,83,0,3.69,MG,1681425434
527,Oshikango,-17.4,15.8833,76.82,43,65,5.64,NA,1681425434
528,Hibbing,47.4272,-92.9377,61.95,33,0,12.66,US,1681425434
529,Pārsābād,39.6482,47.9174,52.43,69,94,5.61,IR,1681425434
530,Atar,20.5169,-13.0499,84.58,42,45,6.11,MR,1681425434
531,Tolaga Bay,-38.3667,178.3,63.07,80,100,8.05,NZ,1681425435
532,Bubaque,11.2833,-15.8333,77.34,77,30,15.95,GW,1681425435
533,Geraldton,-28.7667,114.6,64.81,52,100,21.85,AU,1681425435
534,Corciano,43.129,12.2874,43.14,90,20,6.91,IT,1681425435
535,Amuntai,-2.4177,115.2494,75.31,95,83,1.23,ID,1681425436
536,Tselinnoye,53.0833,85.6667,37.8,76,99,12.88,RU,1681425436
537,Poum,-20.2333,164.0167,77.7,83,100,9.15,NC,1681425436
538,Murdochville,48.9583,-65.5006,32.88,98,87,0.58,CA,1681425437
539,Vestmannaeyjar,63.4427,-20.2734,43.38,76,100,6.85,IS,1681425437
540,Madison,34.7334,-86.5667,70.11,65,100,11.99,US,1681425293
541,Stornoway,58.2093,-6.3865,40.93,89,20,2.3,GB,1681425437
542,Rio Grande,-32.035,-52.0986,62.71,62,100,11.99,BR,1681425438
543,Maceió,-9.6658,-35.7353,76.44,88,0,4.61,BR,1681425325
544,Assiut,27.181,31.1837,66.38,23,20,4.94,EG,1681425438
545,Arrondissement de Limoges,45.75,1.3333,39.76,93,20,5.75,FR,1681425438
546,Chernyshevskiy,63.0128,112.4714,11.19,92,64,5.39,RU,1681425438
547,Malye Derbety,47.9547,44.6808,51.82,88,100,25.5,RU,1681425438
548,Lundamo,63.1333,10.3,41.67,77,86,13.76,NO,1681425438
549,Gamba,-2.65,10.0,78.64,89,100,3.49,GA,1681425439
550,Solomenskoye,44.2167,44.3528,47.86,69,100,14.03,RU,1681425439
551,Tual,-5.6667,132.75,82.99,74,89,2.04,ID,1681425439
552,Bolshaya Dzhalga,45.9695,42.6966,49.1,76,100,31.34,RU,1681425440
553,Río Gallegos,-51.6226,-69.2181,42.85,65,0,9.22,AR,1681425440
554,Weinan,34.5036,109.5089,59.65,79,100,8.86,CN,1681425440
555,Napier City,-39.4833,176.9167,63.28,82,100,5.01,NZ,1681425158
556,Boende,-0.2167,20.8667,72.72,87,64,2.3,CD,1681425440
557,Wangaratta,-36.3667,146.3333,54.46,98,0,3.58,AU,1681425441
558,Grants Pass,42.439,-123.3284,62.17,24,100,3.44,US,1681425262
559,Lagoa Vermelha,-28.2086,-51.5258,60.62,96,99,7.67,BR,1681425442
560,Sahuaripa,29.05,-109.2333,84.09,14,3,23.96,MX,1681425442
561,Aswān,24.0934,32.907,67.3,20,0,8.05,EG,1681425443
562,São Filipe,14.8961,-24.4956,73.8,79,69,4.9,CV,1681425443
563,Cascais,38.6979,-9.4215,56.93,70,61,20.0,PT,1681425444
